"Imbalance settlement period (UTC)","+ Imbalance Price [CZK/MWh] - MBA|CZ","- Imbalance Price [CZK/MWh] - MBA|CZ","Status","Total Imbalance [MWh] - MBA|CZ","Difference","Situation","Status"
"16.10.2020 12:00 - 16.10.2020 13:00","2551","2350","Estimated","36","","Deficit","Intermediate"
"16.10.2020 13:00 - 16.10.2020 14:00","-19","-1","Estimated","5","","Surplus","Intermediate"
"16.10.2020 14:00 - 16.10.2020 15:00","2518","2350","Estimated","31","","Deficit","Intermediate"
"16.10.2020 15:00 - 16.10.2020 16:00","2384","2350","Estimated","6","","Deficit","Intermediate"
"16.10.2020 16:00 - 16.10.2020 17:00","-141","-1","Estimated","40","","Surplus","Intermediate"
"16.10.2020 17:00 - 16.10.2020 18:00","2432","2350","Estimated","15","","Deficit","Intermediate"
"16.10.2020 18:00 - 16.10.2020 19:00","2591","2350","Estimated","44","","Deficit","Intermediate"
"16.10.2020 19:00 - 16.10.2020 20:00","-26","-1","Estimated","7","","Surplus","Intermediate"
"16.10.2020 20:00 - 16.10.2020 21:00","2378","2350","Estimated","5","","Deficit","Intermediate"
"16.10.2020 21:00 - 16.10.2020 22:00","2432","2350","Estimated","15","","Deficit","Intermediate"
"16.10.2020 22:00 - 16.10.2020 23:00","-85","-1","Estimated","24","","Surplus","Intermediate"
"16.10.2020 23:00 - 17.10.2020 00:00","2476","2350","Estimated","23","","Deficit","Intermediate"
"17.10.2020 00:00 - 17.10.2020 01:00","2478","2350","Estimated","23","","Deficit","Intermediate"
"17.10.2020 01:00 - 17.10.2020 02:00","-74","-1","Estimated","21","","Surplus","Intermediate"
"17.10.2020 02:00 - 17.10.2020 03:00","2439","2350","Estimated","16","","Deficit","Intermediate"
"17.10.2020 03:00 - 17.10.2020 04:00","2428","2350","Estimated","14","","Deficit","Intermediate"
"17.10.2020 04:00 - 17.10.2020 05:00","2389","2350","Estimated","7","","Deficit","Intermediate"
"17.10.2020 05:00 - 17.10.2020 06:00","-50","-1","Estimated","14","","Surplus","Intermediate"
"17.10.2020 06:00 - 17.10.2020 07:00","-210","-1","Estimated","60","","Surplus","Intermediate"
"17.10.2020 07:00 - 17.10.2020 08:00","2464","2350","Estimated","21","","Deficit","Intermediate"
"17.10.2020 08:00 - 17.10.2020 09:00","2532","2350","Estimated","33","","Deficit","Intermediate"
"17.10.2020 09:00 - 17.10.2020 10:00","2495","2350","Estimated","26","","Deficit","Intermediate"
"17.10.2020 10:00 - 17.10.2020 11:00","-108","-1","Estimated","31","","Surplus","Intermediate"
"17.10.2020 11:00 - 17.10.2020 12:00","2420","2350","Estimated","13","","Deficit","Intermediate"
"17.10.2020 12:00 - 17.10.2020 13:00","2537","2350","Estimated","34","","Deficit","Intermediate"
"17.10.2020 13:00 - 17.10.2020 14:00","-474","-1","Estimated","135","","Surplus","Intermediate"
"17.10.2020 14:00 - 17.10.2020 15:00","-219","-1","Estimated","62","","Surplus","Intermediate"
"17.10.2020 15:00 - 17.10.2020 16:00","2640","2350","Estimated","53","","Deficit","Intermediate"
"17.10.2020 16:00 - 17.10.2020 17:00","2789","2350","Estimated","80","","Deficit","Intermediate"
"17.10.2020 17:00 - 17.10.2020 18:00","2421","2350","Estimated","13","","Deficit","Intermediate"
"17.10.2020 18:00 - 17.10.2020 19:00","-60","-1","Estimated","17","","Surplus","Intermediate"
"17.10.2020 19:00 - 17.10.2020 20:00","-68","-1","Estimated","19","","Surplus","Intermediate"
"17.10.2020 20:00 - 17.10.2020 21:00","-86","38","Estimated","24","","Surplus","Intermediate"
"17.10.2020 21:00 - 17.10.2020 22:00","2449","2350","Estimated","18","","Deficit","Intermediate"
"17.10.2020 22:00 - 17.10.2020 23:00","-24","-1","Estimated","7","","Surplus","Intermediate"
"17.10.2020 23:00 - 18.10.2020 00:00","-116","-1","Estimated","33","","Surplus","Intermediate"
"18.10.2020 00:00 - 18.10.2020 01:00","-6","-1","Estimated","1","","Surplus","Intermediate"
"18.10.2020 01:00 - 18.10.2020 02:00","2375","2350","Estimated","4","","Deficit","Intermediate"
"18.10.2020 02:00 - 18.10.2020 03:00","-68","-1","Estimated","19","","Surplus","Intermediate"
"18.10.2020 03:00 - 18.10.2020 04:00","-154","-1","Estimated","44","","Surplus","Intermediate"
"18.10.2020 04:00 - 18.10.2020 05:00","-192","-1","Estimated","55","","Surplus","Intermediate"
"18.10.2020 05:00 - 18.10.2020 06:00","-135","-1","Estimated","38","","Surplus","Intermediate"
"18.10.2020 06:00 - 18.10.2020 07:00","-387","-1","Estimated","110","","Surplus","Intermediate"
"18.10.2020 07:00 - 18.10.2020 08:00","-5","-1","Estimated","1","","Surplus","Intermediate"
"18.10.2020 08:00 - 18.10.2020 09:00","2728","2350","Estimated","69","","Deficit","Intermediate"
"18.10.2020 09:00 - 18.10.2020 10:00","-137","-1","Estimated","39","","Surplus","Intermediate"
"18.10.2020 10:00 - 18.10.2020 11:00","-46","-1","Estimated","13","","Surplus","Intermediate"
"18.10.2020 11:00 - 18.10.2020 12:00","-41","-1","Estimated","11","","Surplus","Intermediate"
"18.10.2020 12:00 - 18.10.2020 13:00","2609","2350","Estimated","47","","Deficit","Intermediate"
"18.10.2020 13:00 - 18.10.2020 14:00","-140","-1","Estimated","40","","Surplus","Intermediate"
"18.10.2020 14:00 - 18.10.2020 15:00","-61","-1","Estimated","17","","Surplus","Intermediate"
"18.10.2020 15:00 - 18.10.2020 16:00","2394","2322","Estimated","8","","Deficit","Intermediate"
"18.10.2020 16:00 - 18.10.2020 17:00","2475","2350","Estimated","23","","Deficit","Intermediate"
"18.10.2020 17:00 - 18.10.2020 18:00","-29","-1","Estimated","8","","Surplus","Intermediate"
"18.10.2020 18:00 - 18.10.2020 19:00","-218","-1","Estimated","62","","Surplus","Intermediate"
"18.10.2020 19:00 - 18.10.2020 20:00","2376","2350","Estimated","5","","Deficit","Intermediate"
"18.10.2020 20:00 - 18.10.2020 21:00","2459","2350","Estimated","20","","Deficit","Intermediate"
"18.10.2020 21:00 - 18.10.2020 22:00","-24","-1","Estimated","7","","Surplus","Intermediate"
"18.10.2020 22:00 - 18.10.2020 23:00","-147","-1","Estimated","42","","Surplus","Intermediate"
"18.10.2020 23:00 - 19.10.2020 00:00","-106","27","Estimated","30","","Surplus","Intermediate"
"19.10.2020 00:00 - 19.10.2020 01:00","-64","-1","Estimated","18","","Surplus","Intermediate"
"19.10.2020 01:00 - 19.10.2020 02:00","-8","53","Estimated","2","","Surplus","Intermediate"
"19.10.2020 02:00 - 19.10.2020 03:00","-23","29","Estimated","6","","Surplus","Intermediate"
"19.10.2020 03:00 - 19.10.2020 04:00","-129","-1","Estimated","37","","Surplus","Intermediate"
"19.10.2020 04:00 - 19.10.2020 05:00","-3","-1","Estimated","1","","Surplus","Intermediate"
"19.10.2020 05:00 - 19.10.2020 06:00","2597","2350","Estimated","45","","Deficit","Intermediate"
"19.10.2020 06:00 - 19.10.2020 07:00","3644","2350","Estimated","235","","Deficit","Intermediate"
"19.10.2020 07:00 - 19.10.2020 08:00","8400","3558","Estimated","132","","Deficit","Intermediate"
"19.10.2020 08:00 - 19.10.2020 09:00","2659","2350","Estimated","56","","Deficit","Intermediate"
"19.10.2020 09:00 - 19.10.2020 10:00","2711","2350","Estimated","66","","Deficit","Intermediate"
"19.10.2020 10:00 - 19.10.2020 11:00","2519","2350","Estimated","31","","Deficit","Intermediate"
"19.10.2020 11:00 - 19.10.2020 12:00","-66","-1","Estimated","18","","Surplus","Intermediate"
"19.10.2020 12:00 - 19.10.2020 13:00","2429","2350","Estimated","14","","Deficit","Intermediate"
"19.10.2020 13:00 - 19.10.2020 14:00","2684","2350","Estimated","61","","Deficit","Intermediate"
"19.10.2020 14:00 - 19.10.2020 15:00","2359","2350","Estimated","2","","Deficit","Intermediate"
"19.10.2020 15:00 - 19.10.2020 16:00","2579","2350","Estimated","42","","Deficit","Intermediate"
"19.10.2020 16:00 - 19.10.2020 17:00","3306","2350","Estimated","174","","Deficit","Intermediate"
"19.10.2020 17:00 - 19.10.2020 18:00","4556","2350","Estimated","401","","Deficit","Intermediate"
"19.10.2020 18:00 - 19.10.2020 19:00","2878","2350","Estimated","96","","Deficit","Intermediate"
"19.10.2020 19:00 - 19.10.2020 20:00","-11","-1","Estimated","3","","Surplus","Intermediate"
"19.10.2020 20:00 - 19.10.2020 21:00","-237","-1","Estimated","68","","Surplus","Intermediate"
"19.10.2020 21:00 - 19.10.2020 22:00","-230","-1","Estimated","66","","Surplus","Intermediate"
"19.10.2020 22:00 - 19.10.2020 23:00","-137","21","Estimated","39","","Surplus","Intermediate"
"19.10.2020 23:00 - 20.10.2020 00:00","2577","2350","Estimated","41","","Deficit","Intermediate"
"20.10.2020 00:00 - 20.10.2020 01:00","-51","-1","Estimated","14","","Surplus","Intermediate"
"20.10.2020 01:00 - 20.10.2020 02:00","-90","-1","Estimated","26","","Surplus","Intermediate"
"20.10.2020 02:00 - 20.10.2020 03:00","2530","2350","Estimated","33","","Deficit","Intermediate"
"20.10.2020 03:00 - 20.10.2020 04:00","2691","2350","Estimated","62","","Deficit","Intermediate"
"20.10.2020 04:00 - 20.10.2020 05:00","2479","2350","Estimated","24","","Deficit","Intermediate"
"20.10.2020 05:00 - 20.10.2020 06:00","2424","2350","Estimated","13","","Deficit","Intermediate"
"20.10.2020 06:00 - 20.10.2020 07:00","-368","-220","Estimated","105","","Surplus","Intermediate"
"20.10.2020 07:00 - 20.10.2020 08:00","2449","2350","Estimated","18","","Deficit","Intermediate"
"20.10.2020 08:00 - 20.10.2020 09:00","2532","2350","Estimated","33","","Deficit","Intermediate"
"20.10.2020 09:00 - 20.10.2020 10:00","-60","-1","Estimated","17","","Surplus","Intermediate"
"20.10.2020 10:00 - 20.10.2020 11:00","-26","-1","Estimated","7","","Surplus","Intermediate"
"20.10.2020 11:00 - 20.10.2020 12:00","2363","2350","Estimated","2","","Deficit","Intermediate"
"20.10.2020 12:00 - 20.10.2020 13:00","-58","-1","Estimated","16","","Surplus","Intermediate"
"20.10.2020 13:00 - 20.10.2020 14:00","-266","-1","Estimated","76","","Surplus","Intermediate"
"20.10.2020 14:00 - 20.10.2020 15:00","-453","-1","Estimated","129","","Surplus","Intermediate"
"20.10.2020 15:00 - 20.10.2020 16:00","-310","-1","Estimated","88","","Surplus","Intermediate"
"20.10.2020 16:00 - 20.10.2020 17:00","-57","-1","Estimated","16","","Surplus","Intermediate"
"20.10.2020 17:00 - 20.10.2020 18:00","2500","2350","Estimated","27","","Deficit","Intermediate"
"20.10.2020 18:00 - 20.10.2020 19:00","2890","2350","Estimated","98","","Deficit","Intermediate"
"20.10.2020 19:00 - 20.10.2020 20:00","-51","-1","Estimated","14","","Surplus","Intermediate"
"20.10.2020 20:00 - 20.10.2020 21:00","2567","2350","Estimated","39","","Deficit","Intermediate"
"20.10.2020 21:00 - 20.10.2020 22:00","-165","-1","Estimated","47","","Surplus","Intermediate"
"20.10.2020 22:00 - 20.10.2020 23:00","-213","-1","Estimated","60","","Surplus","Intermediate"
"20.10.2020 23:00 - 21.10.2020 00:00","-224","-1","Estimated","64","","Surplus","Intermediate"
"21.10.2020 00:00 - 21.10.2020 01:00","-330","11","Estimated","94","","Surplus","Intermediate"
"21.10.2020 01:00 - 21.10.2020 02:00","-217","37","Estimated","62","","Surplus","Intermediate"
"21.10.2020 02:00 - 21.10.2020 03:00","-209","38","Estimated","59","","Surplus","Intermediate"
"21.10.2020 03:00 - 21.10.2020 04:00","-339","-1","Estimated","97","","Surplus","Intermediate"
"21.10.2020 04:00 - 21.10.2020 05:00","-201","-1","Estimated","57","","Surplus","Intermediate"
"21.10.2020 05:00 - 21.10.2020 06:00","2452","2350","Estimated","19","","Deficit","Intermediate"
"21.10.2020 06:00 - 21.10.2020 07:00","2404","2350","Estimated","10","","Deficit","Intermediate"
"21.10.2020 07:00 - 21.10.2020 08:00","2526","2350","Estimated","32","","Deficit","Intermediate"
"21.10.2020 08:00 - 21.10.2020 09:00","2393","2350","Estimated","8","","Deficit","Intermediate"
"21.10.2020 09:00 - 21.10.2020 10:00","2998","2346","Estimated","118","","Deficit","Intermediate"
"21.10.2020 10:00 - 21.10.2020 11:00","3224","2338","Estimated","159","","Deficit","Intermediate"
"21.10.2020 11:00 - 21.10.2020 12:00","2952","2346","Estimated","109","","Deficit","Intermediate"
"21.10.2020 12:00 - 21.10.2020 13:00","2561","2350","Estimated","38","","Deficit","Intermediate"
"21.10.2020 13:00 - 21.10.2020 14:00","2940","2350","Estimated","107","","Deficit","Intermediate"
"21.10.2020 14:00 - 21.10.2020 15:00","-1","-1","Estimated","0","","Balanced","Intermediate"
"21.10.2020 15:00 - 21.10.2020 16:00","-9","-1","Estimated","2","","Surplus","Intermediate"
"21.10.2020 16:00 - 21.10.2020 17:00","2449","2350","Estimated","18","","Deficit","Intermediate"
"21.10.2020 17:00 - 21.10.2020 18:00","3128","2350","Estimated","141","","Deficit","Intermediate"
"21.10.2020 18:00 - 21.10.2020 19:00","-94","-1","Estimated","26","","Surplus","Intermediate"
"21.10.2020 19:00 - 21.10.2020 20:00","-83","-1","Estimated","24","","Surplus","Intermediate"
"21.10.2020 20:00 - 21.10.2020 21:00","-65","-1","Estimated","18","","Surplus","Intermediate"
"21.10.2020 21:00 - 21.10.2020 22:00","-419","-1","Estimated","119","","Surplus","Intermediate"
"21.10.2020 22:00 - 21.10.2020 23:00","2839","2350","Estimated","89","","Deficit","Intermediate"
"21.10.2020 23:00 - 22.10.2020 00:00","2613","2350","Estimated","48","","Deficit","Intermediate"
"22.10.2020 00:00 - 22.10.2020 01:00","2352","2350","Estimated","0","","Balanced","Intermediate"
"22.10.2020 01:00 - 22.10.2020 02:00","2429","2350","Estimated","14","","Deficit","Intermediate"
"22.10.2020 02:00 - 22.10.2020 03:00","2431","2350","Estimated","15","","Deficit","Intermediate"
"22.10.2020 03:00 - 22.10.2020 04:00","2834","2350","Estimated","88","","Deficit","Intermediate"
"22.10.2020 04:00 - 22.10.2020 05:00","2790","2350","Estimated","80","","Deficit","Intermediate"
"22.10.2020 05:00 - 22.10.2020 06:00","2410","2350","Estimated","11","","Deficit","Intermediate"
"22.10.2020 06:00 - 22.10.2020 07:00","-152","-1","Estimated","43","","Surplus","Intermediate"
"22.10.2020 07:00 - 22.10.2020 08:00","-202","-1","Estimated","57","","Surplus","Intermediate"
"22.10.2020 08:00 - 22.10.2020 09:00","2503","2350","Estimated","28","","Deficit","Intermediate"
"22.10.2020 09:00 - 22.10.2020 10:00","2588","2350","Estimated","43","","Deficit","Intermediate"
"22.10.2020 10:00 - 22.10.2020 11:00","2521","2350","Estimated","31","","Deficit","Intermediate"
"22.10.2020 11:00 - 22.10.2020 12:00","2599","2350","Estimated","45","","Deficit","Intermediate"
"22.10.2020 12:00 - 22.10.2020 13:00","2961","2350","Estimated","111","","Deficit","Intermediate"
"22.10.2020 13:00 - 22.10.2020 14:00","-30","-1","Estimated","8","","Surplus","Intermediate"
"22.10.2020 14:00 - 22.10.2020 15:00","-344","-1","Estimated","98","","Surplus","Intermediate"
"22.10.2020 15:00 - 22.10.2020 16:00","-147","-1","Estimated","42","","Surplus","Intermediate"
"22.10.2020 16:00 - 22.10.2020 17:00","2366","2350","Estimated","3","","Deficit","Intermediate"
"22.10.2020 17:00 - 22.10.2020 18:00","-197","-1","Estimated","56","","Surplus","Intermediate"
"22.10.2020 18:00 - 22.10.2020 19:00","-33","-1","Estimated","9","","Surplus","Intermediate"
"22.10.2020 19:00 - 22.10.2020 20:00","-109","-1","Estimated","31","","Surplus","Intermediate"
"22.10.2020 20:00 - 22.10.2020 21:00","-62","-1","Estimated","17","","Surplus","Intermediate"
"22.10.2020 21:00 - 22.10.2020 22:00","-80","-1","Estimated","22","","Surplus","Intermediate"
"22.10.2020 22:00 - 22.10.2020 23:00","-23","-1","Estimated","6","","Surplus","Intermediate"
"22.10.2020 23:00 - 23.10.2020 00:00","-66","-1","Estimated","19","","Surplus","Intermediate"
"23.10.2020 00:00 - 23.10.2020 01:00","-81","-1","Estimated","23","","Surplus","Intermediate"
"23.10.2020 01:00 - 23.10.2020 02:00","-38","-1","Estimated","11","","Surplus","Intermediate"
"23.10.2020 02:00 - 23.10.2020 03:00","-272","-1","Estimated","77","","Surplus","Intermediate"
"23.10.2020 03:00 - 23.10.2020 04:00","-163","-1","Estimated","46","","Surplus","Intermediate"
"23.10.2020 04:00 - 23.10.2020 05:00","-314","-1","Estimated","90","","Surplus","Intermediate"
"23.10.2020 05:00 - 23.10.2020 06:00","-242","-1","Estimated","69","","Surplus","Intermediate"
"23.10.2020 06:00 - 23.10.2020 07:00","-183","-1","Estimated","52","","Surplus","Intermediate"
"23.10.2020 07:00 - 23.10.2020 08:00","2365","2350","Estimated","3","","Deficit","Intermediate"
"23.10.2020 08:00 - 23.10.2020 09:00","2405","2350","Estimated","10","","Deficit","Intermediate"
"23.10.2020 09:00 - 23.10.2020 10:00","-154","-1","Estimated","44","","Surplus","Intermediate"
"23.10.2020 10:00 - 23.10.2020 11:00","-64","-1","Estimated","18","","Surplus","Intermediate"
"23.10.2020 11:00 - 23.10.2020 12:00","-150","-1","Estimated","43","","Surplus","Intermediate"
"23.10.2020 12:00 - 23.10.2020 13:00","-16","-1","Estimated","4","","Surplus","Intermediate"
"23.10.2020 13:00 - 23.10.2020 14:00","2387","2350","Estimated","7","","Deficit","Intermediate"
"23.10.2020 14:00 - 23.10.2020 15:00","2366","2350","Estimated","3","","Deficit","Intermediate"
"23.10.2020 15:00 - 23.10.2020 16:00","2469","2350","Estimated","22","","Deficit","Intermediate"
"23.10.2020 16:00 - 23.10.2020 17:00","2457","2350","Estimated","19","","Deficit","Intermediate"
"23.10.2020 17:00 - 23.10.2020 18:00","-178","-1","Estimated","50","","Surplus","Intermediate"
"23.10.2020 18:00 - 23.10.2020 19:00","-157","-1","Estimated","45","","Surplus","Intermediate"
"23.10.2020 19:00 - 23.10.2020 20:00","-148","-1","Estimated","42","","Surplus","Intermediate"
"23.10.2020 20:00 - 23.10.2020 21:00","2434","2350","Estimated","15","","Deficit","Intermediate"
"23.10.2020 21:00 - 23.10.2020 22:00","-132","-1","Estimated","37","","Surplus","Intermediate"
"23.10.2020 22:00 - 23.10.2020 23:00","2549","2350","Estimated","36","","Deficit","Intermediate"
"23.10.2020 23:00 - 24.10.2020 00:00","2442","2350","Estimated","17","","Deficit","Intermediate"
"24.10.2020 00:00 - 24.10.2020 01:00","-67","-1","Estimated","19","","Surplus","Intermediate"
"24.10.2020 01:00 - 24.10.2020 02:00","2719","2350","Estimated","67","","Deficit","Intermediate"
"24.10.2020 02:00 - 24.10.2020 03:00","2417","2350","Estimated","12","","Deficit","Intermediate"
"24.10.2020 03:00 - 24.10.2020 04:00","-11","-1","Estimated","3","","Surplus","Intermediate"
"24.10.2020 04:00 - 24.10.2020 05:00","2776","2345","Estimated","77","","Deficit","Intermediate"
"24.10.2020 05:00 - 24.10.2020 06:00","2396","2231","Estimated","8","","Deficit","Intermediate"
"24.10.2020 06:00 - 24.10.2020 07:00","2506","2336","Estimated","28","","Deficit","Intermediate"
"24.10.2020 07:00 - 24.10.2020 08:00","2379","2350","Estimated","5","","Deficit","Intermediate"
"24.10.2020 08:00 - 24.10.2020 09:00","-139","-1","Estimated","40","","Surplus","Intermediate"
"24.10.2020 09:00 - 24.10.2020 10:00","2738","2350","Estimated","70","","Deficit","Intermediate"
"24.10.2020 10:00 - 24.10.2020 11:00","-154","-1","Estimated","44","","Surplus","Intermediate"
"24.10.2020 11:00 - 24.10.2020 12:00","-629","-1","Estimated","180","","Surplus","Intermediate"
"24.10.2020 12:00 - 24.10.2020 13:00","-466","-1","Estimated","133","","Surplus","Intermediate"
"24.10.2020 13:00 - 24.10.2020 14:00","-496","-1","Estimated","141","","Surplus","Intermediate"
"24.10.2020 14:00 - 24.10.2020 15:00","-299","-1","Estimated","85","","Surplus","Intermediate"
"24.10.2020 15:00 - 24.10.2020 16:00","-223","-1","Estimated","63","","Surplus","Intermediate"
"24.10.2020 16:00 - 24.10.2020 17:00","3329","2350","Estimated","178","","Deficit","Intermediate"
"24.10.2020 17:00 - 24.10.2020 18:00","2540","2350","Estimated","35","","Deficit","Intermediate"
"24.10.2020 18:00 - 24.10.2020 19:00","-55","-1","Estimated","15","","Surplus","Intermediate"
"24.10.2020 19:00 - 24.10.2020 20:00","-52","-1","Estimated","14","","Surplus","Intermediate"
"24.10.2020 20:00 - 24.10.2020 21:00","-70","-1","Estimated","20","","Surplus","Intermediate"
"24.10.2020 21:00 - 24.10.2020 22:00","-183","-1","Estimated","52","","Surplus","Intermediate"
"24.10.2020 22:00 - 24.10.2020 23:00","-315","-1","Estimated","90","","Surplus","Intermediate"
"24.10.2020 23:00 - 25.10.2020 00:00","-227","-1","Estimated","65","","Surplus","Intermediate"
"25.10.2020 00:00 - 25.10.2020 01:00","-74","-1","Estimated","21","","Surplus","Intermediate"
"25.10.2020 01:00 - 25.10.2020 02:00","-1283","-391","Estimated","366","","Surplus","Intermediate"
"25.10.2020 02:00 - 25.10.2020 03:00","-268","-418","Estimated","76","","Surplus","Intermediate"
"25.10.2020 03:00 - 25.10.2020 04:00","-283","-1","Estimated","81","","Surplus","Intermediate"
"25.10.2020 04:00 - 25.10.2020 05:00","2424","2350","Estimated","14","","Deficit","Intermediate"
"25.10.2020 05:00 - 25.10.2020 06:00","2616","2350","Estimated","48","","Deficit","Intermediate"
"25.10.2020 06:00 - 25.10.2020 07:00","2537","2350","Estimated","34","","Deficit","Intermediate"
"25.10.2020 07:00 - 25.10.2020 08:00","2587","2350","Estimated","43","","Deficit","Intermediate"
"25.10.2020 08:00 - 25.10.2020 09:00","2657","2350","Estimated","56","","Deficit","Intermediate"
"25.10.2020 09:00 - 25.10.2020 10:00","2920","2350","Estimated","104","","Deficit","Intermediate"
"25.10.2020 10:00 - 25.10.2020 11:00","2854","2350","Estimated","92","","Deficit","Intermediate"
"25.10.2020 11:00 - 25.10.2020 12:00","-980","-1","Estimated","280","","Surplus","Intermediate"
"25.10.2020 12:00 - 25.10.2020 13:00","-1065","-1","Estimated","304","","Surplus","Intermediate"
"25.10.2020 13:00 - 25.10.2020 14:00","-100","-1","Estimated","28","","Surplus","Intermediate"
"25.10.2020 14:00 - 25.10.2020 15:00","2476","2350","Estimated","23","","Deficit","Intermediate"
"25.10.2020 15:00 - 25.10.2020 16:00","-196","-1","Estimated","56","","Surplus","Intermediate"
"25.10.2020 16:00 - 25.10.2020 17:00","2697","2350","Estimated","63","","Deficit","Intermediate"
"25.10.2020 17:00 - 25.10.2020 18:00","2567","2350","Estimated","39","","Deficit","Intermediate"
"25.10.2020 18:00 - 25.10.2020 19:00","-455","-1","Estimated","130","","Surplus","Intermediate"
"25.10.2020 19:00 - 25.10.2020 20:00","-423","-1","Estimated","120","","Surplus","Intermediate"
"25.10.2020 20:00 - 25.10.2020 21:00","-277","-1","Estimated","79","","Surplus","Intermediate"
"25.10.2020 21:00 - 25.10.2020 22:00","-39","-1","Estimated","11","","Surplus","Intermediate"
"25.10.2020 22:00 - 25.10.2020 23:00","-166","-1","Estimated","47","","Surplus","Intermediate"
"25.10.2020 23:00 - 26.10.2020 00:00","-278","-1","Estimated","79","","Surplus","Intermediate"
"26.10.2020 00:00 - 26.10.2020 01:00","-74","-1","Estimated","21","","Surplus","Intermediate"
"26.10.2020 01:00 - 26.10.2020 02:00","-282","-1","Estimated","80","","Surplus","Intermediate"
"26.10.2020 02:00 - 26.10.2020 03:00","-271","-1","Estimated","77","","Surplus","Intermediate"
"26.10.2020 03:00 - 26.10.2020 04:00","-116","-1","Estimated","33","","Surplus","Intermediate"
"26.10.2020 04:00 - 26.10.2020 05:00","-506","-1","Estimated","144","","Surplus","Intermediate"
"26.10.2020 05:00 - 26.10.2020 06:00","-274","-137","Estimated","78","","Surplus","Intermediate"
"26.10.2020 06:00 - 26.10.2020 07:00","-258","-1","Estimated","73","","Surplus","Intermediate"
"26.10.2020 07:00 - 26.10.2020 08:00","-194","-1","Estimated","55","","Surplus","Intermediate"
"26.10.2020 08:00 - 26.10.2020 09:00","2634","2350","Estimated","52","","Deficit","Intermediate"
"26.10.2020 09:00 - 26.10.2020 10:00","2760","2350","Estimated","74","","Deficit","Intermediate"
"26.10.2020 10:00 - 26.10.2020 11:00","3174","2350","Estimated","150","","Deficit","Intermediate"
"26.10.2020 11:00 - 26.10.2020 12:00","3233","2350","Estimated","160","","Deficit","Intermediate"
"26.10.2020 12:00 - 26.10.2020 13:00","2915","2350","Estimated","103","","Deficit","Intermediate"
"26.10.2020 13:00 - 26.10.2020 14:00","-55","-1","Estimated","16","","Surplus","Intermediate"
"26.10.2020 14:00 - 26.10.2020 15:00","2391","2350","Estimated","7","","Deficit","Intermediate"
"26.10.2020 15:00 - 26.10.2020 16:00","2417","2350","Estimated","12","","Deficit","Intermediate"
"26.10.2020 16:00 - 26.10.2020 17:00","-262","-1","Estimated","75","","Surplus","Intermediate"
"26.10.2020 17:00 - 26.10.2020 18:00","-376","31","Estimated","107","","Surplus","Intermediate"
"26.10.2020 18:00 - 26.10.2020 19:00","-576","-1","Estimated","164","","Surplus","Intermediate"
"26.10.2020 19:00 - 26.10.2020 20:00","-140","-1","Estimated","40","","Surplus","Intermediate"
"26.10.2020 20:00 - 26.10.2020 21:00","2481","2350","Estimated","24","","Deficit","Intermediate"
"26.10.2020 21:00 - 26.10.2020 22:00","2510","2350","Estimated","29","","Deficit","Intermediate"
"26.10.2020 22:00 - 26.10.2020 23:00","-82","-1","Estimated","23","","Surplus","Intermediate"
"26.10.2020 23:00 - 27.10.2020 00:00","2393","2350","Estimated","8","","Deficit","Intermediate"
"27.10.2020 00:00 - 27.10.2020 01:00","2504","2350","Estimated","28","","Deficit","Intermediate"
"27.10.2020 01:00 - 27.10.2020 02:00","2445","2350","Estimated","17","","Deficit","Intermediate"
"27.10.2020 02:00 - 27.10.2020 03:00","-19","-1","Estimated","5","","Surplus","Intermediate"
"27.10.2020 03:00 - 27.10.2020 04:00","2402","2350","Estimated","9","","Deficit","Intermediate"
"27.10.2020 04:00 - 27.10.2020 05:00","2635","2350","Estimated","52","","Deficit","Intermediate"
"27.10.2020 05:00 - 27.10.2020 06:00","-242","-1","Estimated","69","","Surplus","Intermediate"
"27.10.2020 06:00 - 27.10.2020 07:00","-355","-1","Estimated","101","","Surplus","Intermediate"
"27.10.2020 07:00 - 27.10.2020 08:00","-339","-1","Estimated","96","","Surplus","Intermediate"
"27.10.2020 08:00 - 27.10.2020 09:00","-307","-1","Estimated","87","","Surplus","Intermediate"
"27.10.2020 09:00 - 27.10.2020 10:00","2898","2350","Estimated","100","","Deficit","Intermediate"
"27.10.2020 10:00 - 27.10.2020 11:00","2888","2350","Estimated","98","","Deficit","Intermediate"
"27.10.2020 11:00 - 27.10.2020 12:00","2643","2350","Estimated","53","","Deficit","Intermediate"
"27.10.2020 12:00 - 27.10.2020 13:00","-301","-1","Estimated","86","","Surplus","Intermediate"
"27.10.2020 13:00 - 27.10.2020 14:00","2698","2350","Estimated","63","","Deficit","Intermediate"
"27.10.2020 14:00 - 27.10.2020 15:00","2680","2350","Estimated","60","","Deficit","Intermediate"
"27.10.2020 15:00 - 27.10.2020 16:00","-107","-1","Estimated","30","","Surplus","Intermediate"
"27.10.2020 16:00 - 27.10.2020 17:00","2431","2350","Estimated","15","","Deficit","Intermediate"
"27.10.2020 17:00 - 27.10.2020 18:00","2434","2350","Estimated","15","","Deficit","Intermediate"
"27.10.2020 18:00 - 27.10.2020 19:00","-43","-1","Estimated","12","","Surplus","Intermediate"
"27.10.2020 19:00 - 27.10.2020 20:00","2682","2350","Estimated","60","","Deficit","Intermediate"
